analysis_date_time,dirPath,solidity[U],arc_solidity[u],separated_delay[us],faced_delay[us],regament_max_delay[us],max_regament_length[pix],main_average_velocity[pix/us],main_average_velocity[m/s],main_velocity_stddiv[pix/us],main_angle[degrees],satellite_average_velocity[pix/us],satellite_average_velocity[m/s],satellite_velocity_stddiv[pix/us],satellite_angle[degrees],main-satellite_angle_diff[degrees],main_linearity_error[pix],satellite_linearity_error[pix],most_freq_Y[pix],CODE_VER,main_velocity_is_too_fast,main_velocity_is_too_slow,nozzle_is_needed_to_clean,suspicious_visco-elasticity,angle-diff_is_too_large,THRESH_VALUES_VER,num_contours_at_first,abnormal_ejaction,condition,camera_resolution,API_VER,max_regament_delay[us],CONTOUR_CODE_VER,AUTO_TRACKING_CODE_VER,flag_droplet_faced,flag_droplet_separated,camera_resolution[um/pix],file_name,anormaly_ejections_at_first_image,nozzle_needs_to_be_clean,exotic-droplet_exists,layered_main_0_ave[pix/us],layered_main_0_stdiv[pix/us],layered_sat_0_ave[pix/us],layered_main_1_ave[pix/us],layered_main_1_stdiv[pix/us],layered_sat_1_ave[pix/us],layered_main_2_ave[pix/us],layered_main_2_stdiv[pix/us],layered_sat_2_ave[pix/us],layered_main_3_ave[pix/us],layered_main_3_stdiv[pix/us],layered_sat_3_ave[pix/us],layered_main_4_ave[pix/us],layered_main_4_stdiv[pix/us],layered_sat_4_ave[pix/us],RESERVED0,RESERVED1,RESERVED2,RESERVED3,RESERVED4
2020-10-23_10:09:12,,1.0123927167722788,0.9815393433247402,322.6,194.0,,376.2,0.6624773676737798,2.318670786858229,0.3597893641771279,3.7367674420533343,0.4041066983194869,1.414373444118204,0.4830855131181259,14.793864952298875,11.05709751024554,2.285903286152916,13.262344368402696,14.0,,False,True,,False,True,0.1.3,1.0,,,,0.0.0,113.18679251573481,0.0.1,0.0.0,True,True,3.5,T1172_吐出画像20200330102520,False,False,False,0.7857889644785648,0.4359841467891891,0.33388548271845553,0.6235224530151098,0.0228399089055325,0.11354711684795199,0.6399624020797621,0.022162816371923192,0.005000182625052824,0.5946407207430993,0.05806259697096323,,,,,,,,,
2020-10-23_10:12:57,,1.0123927167722788,0.9815393433247402,322.6,194.0,,376.2,0.6624773676737798,2.3186707868582292,0.3597893641771279,3.7367674420533343,0.4041066983194869,1.414373444118204,0.4830855131181259,14.793864952298875,11.05709751024554,2.285903286152916,13.262344368402696,14.0,,False,True,,False,True,0.1.3,1.0,,,,0.0.0,113.18679251573481,0.0.1,0.0.0,True,True,3.5,T1172_吐出画像20200330102520,False,False,False,0.7857889644785648,0.4359841467891891,0.33388548271845553,0.6235224530151098,0.0228399089055325,0.113547116847952,0.6399624020797621,0.022162816371923192,0.005000182625052824,0.5946407207430993,0.05806259697096323,,,,,,,,,
2020-10-23_13:22:28,,1.0153034300791557,0.9713771612634472,313.1,172.9,,313.1,1.6238631168032374,5.683520908811331,1.3595568781343044,3.1113934807208783,1.8866046864474602,6.60311640256611,0.32679093945419474,2.880786889935719,0.2306065907851593,3.2250964383972303,3.2536856000562864,36.0,,False,False,,False,False,0.1.3,1.0,,,,0.0.0,308.00040584388853,0.0.1,0.0.0,True,True,3.5,T1356_吐出画像20200625135440,False,False,False,2.400521682037733,0.1413906225089481,0.03900602935155769,1.86413341020132,0.19563257636656065,0.07001839616449683,1.5166420167259105,0.056101809499536685,0.06804077501342354,1.3504335675122303,0.09519492168327444,0.0,1.2195089913546298,0.022886542724908168,,,,,,
2020-10-26_10:00:42,uploads/SMZ_test/SMZ_test,,,,,,,,,,,,,,,,,,,,,,,,,,,,contour selection was failure.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-26_10:01:38,uploads/T1172_吐出画像20200330102520/T1172_吐出画像20200330102520,,,,,,,,,,,,,,,,,,,,,,,,,,,,contour selection was failure.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-26_10:05:15,uploads/T1172_吐出画像20200330102520/T1172_吐出画像20200330102520,,,,,,,,,,,,,,,,,,,,,,,,,,,,contour selection was failure.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-26_10:05:32,uploads/T1172_吐出画像20200330102520/T1172_吐出画像20200330102520,,,,,,,,,,,,,,,,,,,,,,,,,,,,contour selection was failure.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-26_10:11:46,uploads/T1172_吐出画像20200330102520/T1172_吐出画像20200330102520,,,,,,,,,,,,,,,,,,,,,,,,,,,,contour selection was failure.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-26_10:20:44,uploads/T1172_吐出画像20200330102520/T1172_吐出画像20200330102520,,,,,,,,,,,,,,,,,,,,,,,,,,,,contour selection was failure.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-26_10:22:26,uploads/T1172_吐出画像20200330102520/T1172_吐出画像20200330102520,,,,,,,,,,,,,,,,,,,,,,,,,,,,contour selection was failure.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-26_10:24:00,uploads/T1172_吐出画像20200330102520/T1172_吐出画像20200330102520,,,,,,,,,,,,,,,,,,,,,,,,,,,,contour selection was failure.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-26_10:24:58,uploads/T1172_吐出画像20200330102520/T1172_吐出画像20200330102520,,,,,,,,,,,,,,,,,,,,,,,,,,,,contour selection was failure.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-26_10:30:17,uploads/T1172_吐出画像20200330102520/T1172_吐出画像20200330102520,,,,,,,,,,,,,,,,,,,,,,,,,,,,contour selection was failure.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-26_10:33:36,uploads/T1172_吐出画像20200330102520/T1172_吐出画像20200330102520,,,,,,,,,,,,,,,,,,,,,,,,,,,,contour selection was failure.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-26_10:35:55,uploads/T1172_吐出画像20200330102520/T1172_吐出画像20200330102520,,,,,,,,,,,,,,,,,,,,,,,,,,,,contour selection was failure.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-26_10:37:41,uploads/T1172_吐出画像20200330102520/T1172_吐出画像20200330102520,,,,,,,,,,,,,,,,,,,,,,,,,,,,contour selection was failure.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-26_10:52:48,uploads/T1172_吐出画像20200330102520/T1172_吐出画像20200330102520,,,,,,,,,,,,,,,,,,,,,,,,,,,,contour selection was failure.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-26_10:52:58,uploads/T1172_吐出画像20200330102520/T1172_吐出画像20200330102520,,,,,,,,,,,,,,,,,,,,,,,,,,,,contour selection was failure.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-26_10:55:16,uploads/SMZ_test/SMZ_test,,,,,,,,,,,,,,,,,,,,,,,,,,,,contour selection was failure.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-26_10:57:57,uploads/SMZ_test/SMZ_test,,,,,,,,,,,,,,,,,,,,,,,,,,,,contour selection was failure.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-26_10:58:44,uploads/SMZ_test/SMZ_test,,,,,,,,,,,,,,,,,,,,,,,,,,,,contour selection was failure.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-26_11:00:54,uploads/SMZ_test/SMZ_test,,,,,,,,,,,,,,,,,,,,,,,,,,,,contour selection was failure.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-26_11:01:45,uploads/SMZ_test/SMZ_test,,,,,,,,,,,,,,,,,,,,,,,,,,,,auto_tracking was failure.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-26_11:05:49,uploads/SMZ_test/SMZ_test,,,,,,,,,,,,,,,,,,,,,,,,,,,,auto_tracking was failure.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-26_11:08:13,uploads/SMZ_test/SMZ_test,,,,,,,,,,,,,,,,,,,,,,,,,,,,auto_tracking was failure.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-26_11:09:12,uploads/SMZ_test/SMZ_test,,,,,,,,,,,,,,,,,,,,,,,,,,,,auto_tracking was failure.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-26_11:10:53,uploads/SMZ_test/SMZ_test,,,,,,,,,,,,,,,,,,,,,,,,,,,,auto_tracking was failure.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-26_11:12:37,uploads/SMZ_test/SMZ_test,,,,,,,,,,,,,,,,,,,,,,,,,,,,auto_tracking was failure.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-26_11:14:35,uploads/SMZ_test/SMZ_test,,,,,,,,,,,,,,,,,,,,,,,,,,,,auto_tracking was failure.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-26_11:15:08,SMZ_test,,,,,,,,,,,,,,,,,,,,,,,,,,,,get_feature_params was failure.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-26_11:19:11,SMZ_test,,,,,,,,,,,,,,,,,,,,,,,,,,,,get_feature_params was failure.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-26_11:22:07,SMZ_test,,,,,,,,,,,,,,,,,,,,,,,,,,,,get_feature_params was failure.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-26_11:25:07,SMZ_test,,,,,,,,,,,,,,,,,,,,,,,,,,,,get_feature_params was failure.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-26_11:25:50,T1356_吐出画像20200625135440,,,,,,,,,,,,,,,,,,,,,,,,,,,,get_feature_params was failure.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-26_11:29:05,T1356_吐出画像20200625135440,,,,,,,,,,,,,,,,,,,,,,,,,,,,get_feature_params was failure.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-26_11:30:30,T1356_吐出画像20200625135440,,,,,,,,,,,,,,,,,,,,,,,,,,,,get_feature_params was failure.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-26_11:31:43,T1356_吐出画像20200625135440,,,,,,,,,,,,,,,,,,,,,,,,,,,,get_feature_params was failure.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-26_11:38:36,,1.0153034300791557,0.9713771612634472,313.1,172.9,,313.1,1.6238631168032374,5.683520908811331,1.3595568781343044,3.1113934807208783,1.88660468644746,6.60311640256611,0.32679093945419474,2.880786889935719,0.2306065907851593,3.2250964383972303,3.2536856000562864,36.0,,False,False,,False,False,0.1.3,1.0,,,,0.0.0,308.00040584388853,0.0.1,0.0.0,True,True,3.5,T1356_吐出画像20200625135440,False,False,True,2.400521682037733,0.1413906225089481,0.03900602935155769,1.86413341020132,0.19563257636656065,0.07001839616449683,1.5166420167259105,0.056101809499536685,0.06804077501342354,1.3504335675122303,0.09519492168327444,0.0,1.2195089913546298,0.022886542724908168,,,,,,
2020-10-26_11:39:19,,1.0146209386281588,0.9803613106925676,340.0,160.0,,360.0,0.9287847262721072,3.250746541952376,0.7829098766183725,-0.9179603216954956,2.4691437772490854,8.642003220371798,7.380849198902402,-1.9281278255661127,1.0101675038706175,1.4811270760430657,0.8703137687043352,4.0,,False,True,,False,False,0.1.3,1.0,,,,0.0.0,213.0211257129208,0.0.1,0.0.0,True,True,3.5,SMZ_test,False,False,True,,,,0.994936442020079,0.6681709659426861,0.0,0.8628704855778906,0.4750165339136665,0.2999179542725699,0.9253469547164992,0.07465304528350064,,,,,,,,,
2020-10-26_11:49:39,,1.0146209386281588,0.9803613106925676,340.0,160.0,,360.0,0.9287847262721072,3.2507465419523762,0.7829098766183725,-0.9179603216954956,2.4691437772490854,8.642003220371798,7.380849198902402,-1.9281278255661127,1.0101675038706175,1.4811270760430657,0.8703137687043352,4.0,,False,True,,False,False,0.1.3,1.0,,,,0.0.0,213.0211257129208,0.0.1,0.0.0,True,True,3.5,SMZ_test,False,False,True,,,,0.994936442020079,0.6681709659426861,0.0,0.8628704855778906,0.4750165339136665,0.2999179542725699,0.9253469547164992,0.07465304528350064,,,,,,,,,
2020-10-26_11:50:06,uploads/SMZ_test/SMZ_test,,,,,,,,,,,,,,,,,,,,,,,,,,,,auto_tracking was failure.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-26_11:55:23,uploads/SMZ_test/SMZ_test,,,,,,,,,,,,,,,,,,,,,,,,,,,,contour selection was failure.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-26_11:56:58,uploads/SMZ_test/SMZ_test,,,,,,,,,,,,,,,,,,,,,,,,,,,,contour selection was failure.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-26_11:59:06,uploads/SMZ_test/SMZ_test,,,,,,,,,,,,,,,,,,,,,,,,,,,,contour selection was failure.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-26_12:00:26,,1.0146209386281588,0.9803613106925676,340.0,160.0,,360.0,0.9287847262721072,3.250746541952376,0.7829098766183725,-0.9179603216954956,2.4691437772490854,8.642003220371798,7.380849198902402,-1.9281278255661127,1.0101675038706175,1.4811270760430657,0.8703137687043352,4.0,,False,True,,False,False,0.1.3,1.0,,,,0.0.0,213.0211257129208,0.0.1,0.0.0,True,True,3.5,SMZ_test,False,False,True,,,,0.994936442020079,0.6681709659426861,0.0,0.8628704855778906,0.4750165339136665,0.2999179542725699,0.9253469547164992,0.07465304528350064,,,,,,,,,
2020-10-26_12:01:40,E0893_吐出画像20201019143627,,,,,,,,,,,,,,,,,,,,,,,,,,,,get_feature_params was failure.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-26_12:04:34,,1.0202970858373963,0.9892421608300952,276.7,201.7,,276.7,1.9157445126035089,6.7051057941122805,0.17944026147138914,2.5195932313091984,1.0858373304086912,3.8004306564304193,0.3487345013325672,4.742139598048987,2.2225463667397887,1.453009267960283,4.431982204680082,7.0,,False,False,,False,True,0.1.3,1.0,,,,0.0.0,215.00523249446744,0.0.1,0.0.0,True,True,3.5,E0893_吐出画像20201019143627,False,True,True,,,0.19562365100055,1.9421076531754065,0.028908942475157937,0.13173539129071188,1.922157374096741,0.11234793460959527,0.10590418252715686,1.8810634207905788,0.0009021791908187332,0.058603118553134936,1.8817777588211524,0.04623357390068518,0.002776023764031188,,,,,
2020-10-26_12:05:23,,1.0202970858373963,0.9892421608300952,276.7,201.7,,276.7,1.9157445126035089,6.7051057941122805,0.17944026147138914,2.5195932313091984,1.0858373304086912,3.8004306564304193,0.3487345013325672,4.742139598048987,2.2225463667397887,1.453009267960283,4.431982204680082,7.0,,False,False,,False,True,0.1.3,1.0,,,,0.0.0,215.00523249446744,0.0.1,0.0.0,True,True,3.5,E0893_吐出画像20201019143627,False,True,True,,,0.19562365100055,1.9421076531754065,0.028908942475157937,0.13173539129071188,1.922157374096741,0.11234793460959527,0.10590418252715686,1.8810634207905788,0.0009021791908187332,0.058603118553134936,1.8817777588211524,0.04623357390068518,0.002776023764031188,,,,,
2020-10-26_12:05:49,uploads/E0893_吐出画像20201019143627_side/E0893_吐出画像20201019143627,,,,,,,,,,,,,,,,,,,,,,,,,,,,contour selection was failure.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-26_12:09:47,uploads/E0893_吐出画像20201019143627_side/E0893_吐出画像20201019143627,,,,,,,,,,,,,,,,,,,,,,,,,,,,contour selection was failure.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-26_12:13:07,uploads/E0893_吐出画像20201019143627_side/E0893_吐出画像20201019143627,,,,,,,,,,,,,,,,,,,,,,,,,,,,contour selection was failure.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-26_12:16:13,uploads/E0893_吐出画像20201019143627_side/E0893_吐出画像20201019143627,,,,,,,,,,,,,,,,,,,,,,,,,,,,contour selection was failure.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-26_12:19:34,uploads/E0893_吐出画像20201019143627_side/E0893_吐出画像20201019143627,,,,,,,,,,,,,,,,,,,,,,,,,,,,contour selection was failure.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-26_12:21:37,uploads/E0893_吐出画像20201019143627_side/E0893_吐出画像20201019143627,,,,,,,,,,,,,,,,,,,,,,,,,,,,contour selection was failure.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-26_12:26:14,uploads/E0893_吐出画像20201019143627_side/E0893_吐出画像20201019143627,,,,,,,,,,,,,,,,,,,,,,,,,,,,contour selection was failure.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-26_12:27:29,uploads/E0893_吐出画像20201019143627_side/E0893_吐出画像20201019143627,,,,,,,,,,,,,,,,,,,,,,,,,,,,auto_tracking was failure.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-26_12:28:58,E0893_吐出画像20201019143627,,,,,,,,,,,,,,,,,,,,,,,,,,,,get_feature_params was failure.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-26_12:30:47,,1.0202970858373963,0.9892421608300952,276.7,201.7,,276.7,1.9157445126035089,6.7051057941122805,0.17944026147138914,2.5195932313091984,1.0858373304086912,3.8004306564304193,0.3487345013325672,4.742139598048987,2.2225463667397887,1.453009267960283,4.431982204680082,7.0,,False,False,,False,True,0.1.3,1.0,,,,0.0.0,215.00523249446744,0.0.1,0.0.0,True,True,3.5,E0893_吐出画像20201019143627,False,True,True,,,0.19562365100055,1.9421076531754065,0.028908942475157937,0.13173539129071188,1.922157374096741,0.11234793460959527,0.10590418252715686,1.8810634207905788,0.0009021791908187332,0.058603118553134936,1.8817777588211524,0.04623357390068518,0.002776023764031188,,,,,
2020-10-26_15:23:40,,1.0202970858373963,0.9892421608300952,276.7,201.7,,276.7,1.9157445126035089,6.7051057941122805,0.17944026147138914,2.5195932313091984,1.0858373304086912,3.8004306564304193,0.3487345013325672,4.742139598048987,2.2225463667397887,1.453009267960283,4.431982204680082,7.0,,False,False,,False,True,0.1.3,1.0,,,,0.0.0,215.00523249446744,0.0.1,0.0.0,True,True,3.5,E0893_吐出画像20201019143627,False,True,True,,,0.19562365100055,1.9421076531754065,0.028908942475157937,0.13173539129071188,1.922157374096741,0.11234793460959527,0.10590418252715686,1.8810634207905788,0.0009021791908187332,0.058603118553134936,1.8817777588211524,0.04623357390068518,0.002776023764031188,,,,,
2020-10-26_16:06:32,,1.0202970858373963,0.9892421608300952,276.7,201.7,,276.7,1.9157445126035089,6.7051057941122805,0.17944026147138914,2.5195932313091984,1.0858373304086912,3.8004306564304193,0.3487345013325672,4.742139598048987,2.2225463667397887,1.453009267960283,4.431982204680082,7.0,,False,False,,False,True,0.1.3,1.0,,,,0.0.0,215.00523249446744,0.0.1,0.0.0,True,True,3.5,E0893_吐出画像20201019143627,False,True,True,,,0.19562365100055,1.9421076531754065,0.028908942475157937,0.13173539129071188,1.922157374096741,0.11234793460959527,0.10590418252715686,1.8810634207905788,0.0009021791908187332,0.058603118553134936,1.8817777588211524,0.04623357390068518,0.002776023764031188,,,,,
2020-10-26_18:54:21,test4,,,,,,,,,,,,,,,,,,,,,,,,,,,,get_feature_params was failure.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-26_18:54:42,,1.0123927167722788,0.9815393433247402,322.6,194.0,,376.2,0.6624773676737798,2.3186707868582292,0.3597893641771279,3.7367674420533343,0.4041066983194869,1.414373444118204,0.4830855131181259,14.793864952298875,11.05709751024554,2.285903286152916,13.262344368402696,14.0,,False,True,,False,True,0.1.3,1.0,,,,0.0.0,113.18679251573481,0.0.1,0.0.0,True,True,3.5,T1172_吐出画像20200330102520,False,False,True,0.7857889644785648,0.4359841467891891,0.33388548271845553,0.6235224530151098,0.0228399089055325,0.113547116847952,0.6399624020797621,0.022162816371923192,0.005000182625052824,0.5946407207430993,0.05806259697096323,,,,,aaa,aaa,aaa,aaa,aaa
2020-10-27_09:06:12,,1.0202970858373963,0.9892421608300952,276.7,201.7,,276.7,1.9157445126035089,6.7051057941122805,0.17944026147138914,2.5195932313091984,1.0858373304086912,3.8004306564304193,0.3487345013325672,4.742139598048987,2.2225463667397887,1.453009267960283,4.431982204680082,7.0,,False,False,,False,True,0.1.3,1.0,,,,0.0.0,215.00523249446744,0.0.1,0.0.0,True,True,3.5,E0893_吐出画像20201019143627,False,True,True,,,0.19562365100055,1.9421076531754065,0.028908942475157937,0.13173539129071188,1.922157374096741,0.11234793460959527,0.10590418252715686,1.8810634207905788,0.0009021791908187332,0.058603118553134936,1.8817777588211524,0.04623357390068518,0.002776023764031188,aaa,aaa,aaa,aaa,aaa
2020-10-27_09:07:42,,1.0202970858373963,0.9892421608300952,276.7,201.7,,276.7,1.9157445126035089,6.7051057941122805,0.17944026147138914,2.5195932313091984,1.0858373304086912,3.8004306564304193,0.3487345013325672,4.742139598048987,2.2225463667397887,1.453009267960283,4.431982204680082,7.0,,False,False,,False,True,0.1.3,1.0,,,,0.0.0,215.00523249446744,0.0.1,0.0.0,True,True,3.5,E0893_吐出画像20201019143627,False,True,True,,,0.19562365100055,1.9421076531754065,0.028908942475157937,0.13173539129071188,1.922157374096741,0.11234793460959527,0.10590418252715686,1.8810634207905788,0.0009021791908187332,0.058603118553134936,1.8817777588211524,0.04623357390068518,0.002776023764031188,aaa,aaa,aaa,aaa,aaa
2020-10-27_10:09:45,,1.0202970858373963,0.9892421608300952,276.7,201.7,,276.7,1.9157445126035089,6.7051057941122805,0.17944026147138914,2.5195932313091984,1.0858373304086912,3.8004306564304193,0.3487345013325672,4.742139598048987,2.2225463667397887,1.453009267960283,4.431982204680082,7.0,,False,False,,False,True,0.1.3,1.0,,,,0.0.0,215.00523249446744,0.0.1,0.0.0,True,True,3.5,E0893_吐出画像20201019143627,False,True,True,,,0.19562365100055,1.9421076531754065,0.028908942475157937,0.13173539129071188,1.922157374096741,0.11234793460959527,0.10590418252715686,1.8810634207905788,0.0009021791908187332,0.058603118553134936,1.8817777588211524,0.04623357390068518,0.002776023764031188,aaa,aaa,aaa,aaa,aaa
2020-10-27_10:10:24,,1.0202970858373963,0.9892421608300952,276.7,201.7,,276.7,1.9157445126035089,6.7051057941122805,0.17944026147138914,2.5195932313091984,1.0858373304086912,3.8004306564304193,0.3487345013325672,4.742139598048987,2.2225463667397887,1.453009267960283,4.431982204680082,7.0,,False,False,,False,True,0.1.3,1.0,,,,0.0.0,215.00523249446744,0.0.1,0.0.0,True,True,3.5,E0893_吐出画像20201019143627,False,True,True,,,0.19562365100055,1.9421076531754065,0.028908942475157937,0.13173539129071188,1.922157374096741,0.11234793460959527,0.10590418252715686,1.8810634207905788,0.0009021791908187332,0.058603118553134936,1.8817777588211524,0.04623357390068518,0.002776023764031188,aaa,aaa,aaa,aaa,aaa
2020-10-27_10:19:14,,1.0202970858373963,0.9892421608300952,276.7,201.7,,276.7,1.9157445126035089,6.7051057941122805,0.17944026147138914,2.5195932313091984,1.0858373304086912,3.8004306564304193,0.3487345013325672,4.742139598048987,2.2225463667397887,1.453009267960283,4.431982204680082,7.0,,False,False,,False,True,0.1.3,1.0,,,,0.0.0,215.00523249446744,0.0.1,0.0.0,True,True,3.5,E0893_吐出画像20201019143627,False,True,True,,,0.19562365100055,1.9421076531754065,0.028908942475157937,0.13173539129071188,1.922157374096741,0.11234793460959527,0.10590418252715686,1.8810634207905788,0.0009021791908187332,0.058603118553134936,1.8817777588211524,0.04623357390068518,0.002776023764031188,aaa,aaa,aaa,aaa,aaa
2020-10-27_11:29:36,uploads/E0893_吐出画像20201019143627_side/E0893_吐出画像20201019143627,,,,,,,,,,,,,,,,,,,,,,,,,,,,contour selection was failure.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-27_11:34:15,uploads/SMZ_test/SMZ_test,,,,,,,,,,,,,,,,,,,,,,,,,,,,contour selection was failure.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-27_12:17:40,uploads/E0893_吐出画像20201019143627_side/E0893_吐出画像20201019143627,,,,,,,,,,,,,,,,,,,,,,,,,,,,contour selection was failure.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-27_12:19:44,uploads/E0893_吐出画像20201019143627_side/E0893_吐出画像20201019143627,,,,,,,,,,,,,,,,,,,,,,,,,,,,contour selection was failure.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-27_12:20:34,uploads/E0893_吐出画像20201019143627_side/E0893_吐出画像20201019143627,,,,,,,,,,,,,,,,,,,,,,,,,,,,contour selection was failure.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-27_12:23:34,uploads/E0893_吐出画像20201019143627_side/E0893_吐出画像20201019143627,,,,,,,,,,,,,,,,,,,,,,,,,,,,contour selection was failure.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-27_12:48:23,uploads/E0893_吐出画像20201019143627_side/E0893_吐出画像20201019143627,,,,,,,,,,,,,,,,,,,,,,,,,,,,contour selection was failure.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-27_13:00:08,uploads/E0893_吐出画像20201019143627_side/E0893_吐出画像20201019143627,,,,,,,,,,,,,,,,,,,,,,,,,,,,contour selection was failure.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-27_13:03:17,uploads/E0893_吐出画像20201019143627_side/E0893_吐出画像20201019143627,,,,,,,,,,,,,,,,,,,,,,,,,,,,contour selection was failure.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-27_13:04:24,uploads/E0893_吐出画像20201019143627_side/E0893_吐出画像20201019143627,,,,,,,,,,,,,,,,,,,,,,,,,,,,contour selection was failure.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-27_13:04:55,uploads/E0893_吐出画像20201019143627_side/E0893_吐出画像20201019143627,,,,,,,,,,,,,,,,,,,,,,,,,,,,contour selection was failure.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-27_13:07:21,uploads/E0893_吐出画像20201019143627_side/E0893_吐出画像20201019143627,,,,,,,,,,,,,,,,,,,,,,,,,,,,contour selection was failure.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-27_13:09:28,,1.0202970858373963,0.9892421608300952,276.7,201.7,,215.00523249446744,1.9157445126035089,6.7051057941122805,0.17944026147138914,2.5195932313091984,1.0858373304086912,3.8004306564304193,0.3487345013325672,4.742139598048987,2.2225463667397887,1.453009267960283,4.431982204680082,43.0,,False,False,,False,True,0.1.3,1.0,,,,0.0.0,276.7,0.0.1,0.0.0,True,True,3.5,E0893_吐出画像20201019143627,False,True,True,,,0.19562365100055,1.9421076531754065,0.028908942475157937,0.13173539129071188,1.922157374096741,0.11234793460959527,0.10590418252715686,1.8810634207905788,0.0009021791908187332,0.058603118553134936,1.8817777588211524,0.04623357390068518,0.002776023764031188,aaa,aaa,aaa,aaa,aaa
2020-10-27_13:13:54,E0893_吐出画像20201019143627,,,,,,,,,,,,,,,,,,,,,,,,,,,,get_feature_params was failure.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
