analysis_date_time,dirPath,solidity[U],arc_solidity[u],separated_delay[us],faced_delay[us],regament_max_delay[us],max_regament_length[pix],main_average_velocity[pix/us],main_average_velocity[m/s],main_velocity_stddiv[pix/us],main_angle[degrees],satellite_average_velocity[pix/us],satellite_average_velocity[m/s],satellite_velocity_stddiv[pix/us],satellite_angle[degrees],main-satellite_angle_diff[degrees],main_linearity_error[pix],satellite_linearity_error[pix],most_freq_Y[pix],CODE_VER,main_velocity_is_too_fast,main_velocity_is_too_slow,nozzle_is_needed_to_clean,suspicious_visco-elasticity,angle-diff_is_too_large,THRESH_VALUES_VER,num_contours_at_first,abnormal_ejaction,condition,camera_resolution,API_VER,max_regament_delay[us],CONTOUR_CODE_VER,AUTO_TRACKING_CODE_VER,flag_droplet_faced,flag_droplet_separated,camera_resolution[um/pix],file_name,anormaly_ejections_at_first_image,nozzle_needs_to_be_clean,exotic-droplet_exists,layered_main_0_ave[pix/us],layered_main_0_stdiv[pix/us],layered_sat_0_ave[pix/us],layered_main_1_ave[pix/us],layered_main_1_stdiv[pix/us],layered_sat_1_ave[pix/us],layered_main_2_ave[pix/us],layered_main_2_stdiv[pix/us],layered_sat_2_ave[pix/us],layered_main_3_ave[pix/us],layered_main_3_stdiv[pix/us],layered_sat_3_ave[pix/us],layered_main_4_ave[pix/us],layered_main_4_stdiv[pix/us],layered_sat_4_ave[pix/us],RESERVED0,RESERVED1,RESERVED2,RESERVED3,RESERVED4
2020-10-27_13:14:20,,1.0202970858373963,0.9892421608300952,276.7,201.7,,215.00523249446744,1.9157445126035089,6.7051057941122805,0.17944026147138914,2.5195932313091984,1.0858373304086912,3.8004306564304193,0.3487345013325672,4.742139598048987,2.2225463667397887,1.453009267960283,4.431982204680082,43.0,,False,False,,False,True,0.1.3,1.0,,,,0.0.0,276.7,0.0.1,0.0.0,True,True,3.5,E0893_吐出画像20201019143627,False,True,False,,,0.19562365100055,1.9421076531754065,0.028908942475157937,0.13173539129071188,1.922157374096741,0.11234793460959527,0.10590418252715686,1.8810634207905788,0.0009021791908187332,0.058603118553134936,1.8817777588211524,0.04623357390068518,0.002776023764031188,aaa,aaa,aaa,aaa,aaa
2020-10-27_15:40:29,uploads/E0893_吐出画像20201019143627_side/E0893_吐出画像20201019143627,,,,,,,,,,,,,,,,,,,,,,,,,,,,contour selection was failure.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-27_15:41:23,E0893_吐出画像20201019143627,,,,,,,,,,,,,,,,,,,,,,,,,,,,get_feature_params was failure.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-27_15:43:21,,1.0202970858373963,0.9892421608300952,276.7,201.7,,215.00523249446744,1.9157445126035089,6.7051057941122805,0.17944026147138914,2.5195932313091984,1.0858373304086912,3.8004306564304193,0.3487345013325672,4.742139598048987,2.2225463667397887,1.453009267960283,4.431982204680082,43.0,,False,False,,False,True,0.1.3,1.0,,,,0.0.0,276.7,0.0.1,0.0.0,True,True,3.5,E0893_吐出画像20201019143627,False,True,False,,,0.19562365100055,1.9421076531754065,0.028908942475157937,0.13173539129071188,1.922157374096741,0.11234793460959527,0.10590418252715686,1.8810634207905788,0.0009021791908187332,0.058603118553134936,1.8817777588211524,0.04623357390068518,0.002776023764031188,aaa,aaa,aaa,aaa,aaa
2020-10-28_09:39:14,,1.0123927167722788,0.9815393433247402,322.6,194.0,,113.18679251573481,0.6624773676737798,2.3186707868582292,0.3597893641771279,3.7367674420533343,0.4041066983194869,1.414373444118204,0.4830855131181259,14.793864952298875,11.05709751024554,2.285903286152916,13.262344368402696,40.0,,False,True,,False,True,0.1.3,1.0,,,,0.0.0,376.2,0.0.1,0.0.0,True,True,3.5,T1172_吐出画像20200330102520,False,False,False,0.7857889644785648,0.4359841467891891,0.33388548271845553,0.6235224530151098,0.0228399089055325,0.113547116847952,0.6399624020797621,0.022162816371923192,0.005000182625052824,0.5946407207430993,0.05806259697096323,,,,,aaa,aaa,aaa,aaa,aaa
2020-10-28_11:33:26,,1.0123927167722788,0.9815393433247402,322.6,194.0,,113.18679251573481,0.6624773676737798,2.318670786858229,0.3597893641771279,3.7367674420533343,0.4041066983194869,1.414373444118204,0.4830855131181259,14.793864952298875,11.05709751024554,2.285903286152916,13.262344368402696,40.0,,False,True,,False,True,0.1.3,1.0,,,,0.0.0,376.2,0.0.1,0.0.0,True,True,3.5,T1172_吐出画像20200330102520,False,False,False,0.7857889644785648,0.4359841467891891,0.33388548271845553,0.6235224530151098,0.0228399089055325,0.11354711684795199,0.6399624020797621,0.022162816371923192,0.005000182625052824,0.5946407207430993,0.05806259697096323,,,,,aaa,aaa,aaa,aaa,aaa
2020-10-28_11:34:09,,1.0146209386281588,0.9803613106925676,340.0,160.0,,213.0211257129208,0.9287847262721072,3.2507465419523762,0.7829098766183725,-0.9179603216954956,2.4691437772490854,8.642003220371798,7.380849198902402,-1.9281278255661127,1.0101675038706175,1.4811270760430657,0.8703137687043352,94.0,,False,True,,False,False,0.1.3,1.0,,,,0.0.0,360.0,0.0.1,0.0.0,True,True,3.5,SMZ_test,False,False,True,,,,0.994936442020079,0.6681709659426861,0.0,0.8628704855778906,0.4750165339136665,0.2999179542725699,0.9253469547164992,0.07465304528350064,,,,,aaa,aaa,aaa,aaa,aaa
2020-10-28_17:23:17,test4,,,,,,,,,,,,,,,,,,,,,,,,,,,,get_feature_params was failure.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-28_17:23:19,test1,,,,,,,,,,,,,,,,,,,,,,,,,,,,get_feature_params was failure.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-28_17:23:53,,1.0123927167722788,0.9815393433247402,322.6,194.0,,113.18679251573481,0.6624773676737798,2.318670786858229,0.3597893641771279,3.7367674420533343,0.4041066983194869,1.414373444118204,0.4830855131181259,14.793864952298875,11.05709751024554,2.285903286152916,13.262344368402696,40.0,,False,True,,False,True,0.1.3,1.0,,,,0.0.0,376.2,0.0.1,0.0.0,True,True,3.5,T1172_吐出画像20200330102520,False,False,False,0.7857889644785648,0.4359841467891891,0.33388548271845553,0.6235224530151098,0.0228399089055325,0.11354711684795199,0.6399624020797621,0.022162816371923192,0.005000182625052824,0.5946407207430993,0.05806259697096323,,,,,aaa,aaa,aaa,aaa,aaa
2020-10-28_17:26:37,test4,,,,,,,,,,,,,,,,,,,,,,,,,,,,get_feature_params was failure.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-28_17:28:48,,1.0237945051864312,0.988818756978694,387.0,157.2,,574.0,2.4839330158059973,8.69376555532099,2.3273176104282403,0.002538533989252861,2.17128164556962,7.599485759493668,0.3306171737984557,0.0,0.002538533989252861,1.5185641202760678,0.0,46.0,,True,False,,True,False,0.1.3,1.0,,,,0.0.0,387.0,0.0.1,0.0.0,True,True,3.5,test4,False,True,False,4.600271731104588,0.0,0.3306171737984557,2.8604862783178664,0.5196254235465493,,2.279529539810155,0.14933685739808955,,2.022003512031645,0.0875210948920575,,1.8873233028069984,0.07293341498742198,,aaa,aaa,aaa,aaa,aaa
2020-10-29_11:26:29,,1.0123927167722788,0.9815393433247402,322.6,194.0,,113.18679251573481,0.6624773676737798,2.3186707868582292,0.3597893641771279,3.7367674420533343,0.4041066983194869,1.414373444118204,0.4830855131181259,14.793864952298875,11.05709751024554,2.285903286152916,13.262344368402696,40.0,,False,True,,False,True,0.1.3,1.0,,,,0.0.0,376.2,0.0.1,0.0.0,True,True,3.5,T1172_吐出画像20200330102520,False,False,False,0.7857889644785648,0.4359841467891891,0.33388548271845553,0.6235224530151098,0.0228399089055325,0.113547116847952,0.6399624020797621,0.022162816371923192,0.005000182625052824,0.5946407207430993,0.05806259697096323,,,,,aaa,aaa,aaa,aaa,aaa
2020-10-29_11:36:17,,1.0146209386281588,0.9803613106925676,340.0,160.0,,213.0211257129208,0.9287847262721072,3.250746541952376,0.7829098766183725,-0.9179603216954956,2.4691437772490854,8.642003220371798,7.380849198902402,-1.9281278255661127,1.0101675038706175,1.4811270760430657,0.8703137687043352,94.0,,False,True,,False,False,0.1.3,1.0,,,,0.0.0,360.0,0.0.1,0.0.0,True,True,3.5,SMZ_test,False,False,True,,,,0.994936442020079,0.6681709659426861,0.0,0.8628704855778906,0.4750165339136665,0.2999179542725699,0.9253469547164992,0.07465304528350064,,,,,aaa,aaa,aaa,aaa,aaa
2020-10-29_16:17:15,,1.013722868826675,0.9887948291289116,267.4,170.7,,225.0355527466716,1.8936632917913008,6.627821521269553,0.4470354454564481,1.3847492217948678,1.449232943375728,5.072315301815048,0.5041305050182333,1.0544839473780292,0.3302652744168386,1.7010210610000345,1.859035795206012,40.0,,False,False,,False,False,0.1.3,1.0,,,,0.0.0,267.4,0.0.1,0.0.0,True,True,3.5,E1657_吐出画像20201014105124,False,False,False,2.201384020202134,0.14253698185867567,0.3556412941806917,1.91739979892763,0.1638549066269506,0.32343469972914674,1.8517861795370416,0.028019591545571543,0.13598538216321665,1.8184027415211264,0.08514844588228421,,1.8127663500785511,0.07651726127767575,,aaa,aaa,aaa,aaa,aaa
2020-10-30_09:59:21,,1.0153034300791557,0.9713771612634472,313.1,172.9,,308.00040584388853,1.6238631168032374,5.683520908811331,1.3595568781343044,3.1113934807208783,1.8866046864474602,6.60311640256611,0.32679093945419474,2.880786889935719,0.2306065907851593,3.2250964383972303,3.2536856000562864,39.0,,False,False,,False,False,0.1.3,1.0,,,,0.0.0,313.1,0.0.1,0.0.0,True,True,3.5,T1356_吐出画像20200625135440,False,False,False,2.400521682037733,0.1413906225089481,0.03900602935155769,1.86413341020132,0.19563257636656065,0.07001839616449683,1.5166420167259105,0.056101809499536685,0.06804077501342354,1.3504335675122303,0.09519492168327444,0.0,1.2195089913546298,0.022886542724908168,,aaa,aaa,aaa,aaa,aaa
2020-10-30_10:27:54,,1.0123927167722788,0.9815393433247402,322.6,194.0,,113.18679251573481,0.6624773676737798,2.3186707868582292,0.3597893641771279,3.7367674420533343,0.4041066983194869,1.414373444118204,0.4830855131181259,14.793864952298875,11.05709751024554,2.285903286152916,13.262344368402696,40.0,,False,True,,False,True,0.1.3,1.0,,,,0.0.0,376.2,0.0.1,0.0.0,True,True,3.5,T1172_吐出画像20200330102520,False,False,False,0.7857889644785648,0.4359841467891891,0.33388548271845553,0.6235224530151098,0.0228399089055325,0.113547116847952,0.6399624020797621,0.022162816371923192,0.005000182625052824,0.5946407207430993,0.05806259697096323,,,,,aaa,aaa,aaa,aaa,aaa
2020-10-30_11:05:19,,1.0239826597678647,0.9883777277749666,272.4,180.0,,239.00209204105306,2.086779901166856,7.3037296540839955,0.8869818177676357,2.302022231192185,1.209590691945333,4.233567421808665,0.4386231733433652,3.8473110136618094,1.5452887824696262,1.0375560480167394,1.2108497310546795,47.0,,False,False,,False,False,0.1.3,1.0,,,,0.0.0,287.4,0.0.1,0.0.0,True,True,3.5,E0893_吐出画像20200327134132,False,True,False,2.9039185122746765,0.4236915719445695,0.23011464400601594,2.100226998696973,0.18355597437789112,0.3137779294338427,1.954887023414872,0.1113973834371954,,1.9527316491674482,0.09561535648416564,,1.9490069031472288,0.07595803145093573,,aaa,aaa,aaa,aaa,aaa
2020-10-30_11:05:56,,1.0229907566974776,0.9831920004068828,272.4,180.0,,240.04218379276588,2.0959055847638965,7.335669546673637,0.8891203424529446,1.8880805022780225,1.2079842916957713,4.227945020935199,0.4719160614909819,2.132489307457114,0.2444088051790918,1.988783709152244,2.3299477855688338,43.0,,False,False,,False,False,0.1.3,2.0,,,,0.0.0,287.4,0.0.1,0.0.0,True,True,3.5,E0893_吐出画像20200327134132,True,True,True,2.735198708607044,0.5407635679908915,0.28694109388133504,2.068403395035131,0.11763451753589295,0.336402116484031,1.972302120996607,0.056828591118224026,,1.9365800184805242,0.0619863274578405,,1.9702647075841329,0.049994345639733664,,aaa,aaa,aaa,aaa,aaa
2020-10-30_11:18:14,,1.0229907566974776,0.9831920004068828,272.4,180.0,,240.04218379276588,2.0959055847638965,7.335669546673637,0.8891203424529446,1.8880805022780225,1.2079842916957713,4.2279450209351985,0.4719160614909819,2.132489307457114,0.2444088051790918,1.988783709152244,2.3299477855688338,43.0,,False,False,,False,False,0.1.3,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",,,,0.0.0,287.4,0.0.1,0.0.0,True,True,3.5,E0893_吐出画像20200327134132,False,True,False,2.735198708607044,0.5407635679908915,0.28694109388133504,2.068403395035131,0.11763451753589295,0.336402116484031,1.972302120996607,0.056828591118224026,,1.936580018480524,0.0619863274578405,,1.9702647075841329,0.049994345639733664,,aaa,aaa,aaa,aaa,aaa
2020-10-30_11:26:50,,1.0229907566974776,0.9831920004068828,272.4,180.0,,240.04218379276588,2.0959055847638965,7.335669546673637,0.8891203424529446,1.8880805022780225,1.2079842916957713,4.227945020935199,0.4719160614909819,2.132489307457114,0.2444088051790918,1.988783709152244,2.3299477855688338,43.0,,False,False,,False,False,0.1.3,1.0,,,,0.0.0,287.4,0.0.1,0.0.0,True,True,3.5,E0893_吐出画像20200327134132,False,True,False,2.735198708607044,0.5407635679908915,0.28694109388133504,2.068403395035131,0.11763451753589295,0.336402116484031,1.972302120996607,0.056828591118224026,,1.9365800184805242,0.0619863274578405,,1.9702647075841329,0.049994345639733664,,aaa,aaa,aaa,aaa,aaa
2020-10-30_18:00:19,,1.0123927167722788,0.9815393433247402,322.6,194.0,,113.18679251573481,0.6624773676737798,2.318670786858229,0.3597893641771279,3.7367674420533343,0.4041066983194869,1.414373444118204,0.4830855131181259,14.793864952298875,11.05709751024554,2.285903286152916,13.262344368402696,40.0,,False,True,,False,True,0.1.3,1.0,,calculation was done.,,0.0.0,376.2,0.0.1,0.0.0,True,True,3.5,T1172_吐出画像20200330102520,False,False,False,0.7857889644785648,0.4359841467891891,0.33388548271845553,0.6235224530151098,0.0228399089055325,0.11354711684795199,0.6399624020797621,0.022162816371923192,0.005000182625052824,0.5946407207430993,0.05806259697096323,-1.0,-1.0,-1.0,-1.0,0,aaa,aaa,aaa,aaa
2020-10-30_19:36:30,,1.0229907566974776,0.9831920004068828,272.4,180.0,,240.04218379276588,2.0959055847638965,7.335669546673637,0.8891203424529446,1.8880805022780225,1.2079842916957713,4.227945020935199,0.4719160614909819,2.132489307457114,0.2444088051790918,1.988783709152244,2.3299477855688338,43.0,,False,False,,False,False,0.1.3,1.0769230769230769,,calculation was done.,,0.0.0,287.4,0.0.1,0.0.0,True,True,3.5,E0893_吐出画像20200327134132,False,True,True,2.735198708607044,0.5407635679908915,0.28694109388133504,2.068403395035131,0.11763451753589295,0.336402116484031,1.972302120996607,0.056828591118224026,-1.0,1.9365800184805242,0.0619863274578405,-1.0,1.9702647075841329,0.049994345639733664,-1.0,2.0,aaa,aaa,aaa,aaa
2020-10-30_19:37:00,,1.0229907566974776,0.9831920004068828,272.4,180.0,,240.04218379276588,2.0959055847638965,7.335669546673637,0.8891203424529446,1.8880805022780225,1.2079842916957713,4.2279450209351985,0.4719160614909819,2.132489307457114,0.2444088051790918,1.988783709152244,2.3299477855688338,43.0,,False,False,,False,False,0.1.3,1.0769230769230769,,calculation was done.,,0.0.0,287.4,0.0.1,0.0.0,True,True,3.5,E0893_吐出画像20200327134132,False,True,True,2.735198708607044,0.5407635679908915,0.28694109388133504,2.068403395035131,0.11763451753589295,0.336402116484031,1.972302120996607,0.056828591118224026,-1.0,1.936580018480524,0.0619863274578405,-1.0,1.9702647075841329,0.049994345639733664,-1.0,2.0,aaa,aaa,aaa,aaa
2020-10-30_19:38:07,,1.0229907566974776,0.9831920004068828,272.4,180.0,,240.04218379276588,2.0959055847638965,7.335669546673638,0.8891203424529446,1.8880805022780223,1.2079842916957713,4.227945020935199,0.4719160614909819,2.132489307457114,0.2444088051790918,1.9887837091522442,2.3299477855688338,43.0,,False,False,,False,False,0.1.3,1.0769230769230769,,calculation was done.,,0.0.0,287.4,0.0.1,0.0.0,True,True,3.5,E0893_吐出画像20200327134132,False,True,True,2.735198708607044,0.5407635679908915,0.28694109388133504,2.068403395035131,0.11763451753589294,0.336402116484031,1.972302120996607,0.056828591118224026,-1.0,1.9365800184805237,0.061986327457840495,-1.0,1.9702647075841326,0.04999434563973366,-1.0,2.0,aaa,aaa,aaa,aaa
