dirPath,solidity[U],arc_solidity[u],separated_delay[us],faced_delay[us],regament_max_delay[us],max_regament_length[pix],main_average_velocity[pix/us],main_velocity_stddiv[pix/us],main_angle[degrees],satellite_average_velocity[pix/us],satellite_velocity_stddiv[pix/us],satellite_angle[degrees],main_linearity_error[pix],satellite_linearity_error[pix],most_freq_Y[pix],CODE_VER
test1,1.0153698366954849,0.9877534535583352,274.0,176.3,275.00181817580767,370.7,2.2947916109129203,0.8287733977310443,2.5619507812469813,1.2992387919617825,0.5576244222021162,1.7806527414596105,1.3963031542824922,9.756434775775716,10,0.1
